id,user_id,recipe_id,rate
231,3,98,2
232,3,98,4
233,3,98,2
234,3,98,5
235,3,98,5
236,3,98,2
237,3,98,4
238,3,98,2
239,3,98,4
240,3,98,4
241,3,98,2
242,3,98,5
243,3,98,2
244,3,98,3
245,3,98,4
246,3,98,5
247,3,98,2
248,3,98,5
249,3,98,5
250,3,98,5
251,3,98,4
252,3,98,5
253,3,98,5
254,3,98,4
255,3,98,2
256,3,98,2
257,3,98,4
258,3,98,5
259,3,98,5
260,3,98,5
261,3,98,2
262,3,98,5
263,3,98,2
264,3,98,4
265,3,98,5
266,3,98,4
267,3,98,5
268,3,98,3
269,3,98,5
270,3,98,4
271,3,98,1
272,4,53,1
273,4,32,1
274,4,42,2
275,4,42,1
276,4,97,1
277,4,97,1
278,4,97,3
279,4,97,3
280,4,72,3
281,4,44,3
282,4,93,1
283,4,84,2
284,4,59,3
285,4,49,1
286,4,49,2
287,4,49,3
288,4,49,3
289,4,49,1
290,4,49,1
291,4,49,3
292,4,49,2
293,4,49,3
294,4,49,3
295,4,49,3
296,4,49,2
297,4,49,1
298,4,49,2
299,4,49,1
300,4,49,3
301,4,49,3
302,4,49,2
303,4,49,2
304,4,49,3
305,4,49,1
306,4,49,3
307,5,19,3
308,5,65,5
309,5,5,3
310,5,5,5
311,5,46,5
312,5,47,1
313,5,10,5
314,5,10,3
315,5,10,5
316,5,10,5
317,5,110,1
318,5,110,5
319,5,40,1
320,5,22,1
321,5,37,1
322,5,83,4
323,5,3,4
324,5,12,5
325,5,24,4
326,5,117,5
327,5,43,4
328,5,43,5
329,5,43,2
330,5,32,3
331,5,32,4
332,5,102,1
333,5,76,4
334,5,23,1
335,5,23,4
336,5,36,5
337,5,42,5
338,5,57,3
339,5,115,1
340,5,80,1
341,5,80,1
342,5,60,5
343,5,60,2
344,5,54,5
345,5,85,3
346,5,85,1
347,5,85,5
348,5,97,5
349,5,13,5
350,5,34,5
351,5,67,2
352,5,64,5
353,5,56,1
354,5,56,3
355,5,56,1
356,5,56,2
357,5,56,3
358,5,30,5
359,5,30,3
360,5,48,5
361,5,107,5
362,5,6,4
363,5,6,1
364,5,71,1
365,5,90,1
366,5,106,1
367,5,61,1
368,5,72,1
369,5,72,1
370,5,88,1
371,5,91,5
372,5,91,1
373,5,94,3
374,5,94,5
375,5,41,1
376,5,31,4
377,5,31,1
378,5,31,4
379,5,17,1
380,5,17,3
381,5,44,5
382,5,104,3
383,5,93,5
384,5,93,1
385,5,4,3
386,5,4,1
387,5,84,1
388,5,59,5
389,5,49,4
390,5,98,5
391,5,95,3
392,5,95,2
393,5,100,4
394,5,100,4
395,5,100,1
396,5,100,5
397,5,100,5
398,5,100,1
399,5,100,1
400,5,100,4
401,5,100,5
402,5,100,5
403,5,100,5
404,5,100,5
405,5,100,2
406,5,100,3
407,5,100,5
408,5,100,5
409,5,100,4
410,5,100,4
411,5,100,5
412,5,100,1
413,5,100,2
414,5,100,4
415,5,100,2
416,5,100,1
417,5,100,5
418,5,100,4
419,5,100,5
420,5,100,4
421,5,100,3
422,5,100,3
423,5,100,3
424,5,100,4
425,5,100,3
426,5,100,1
427,5,100,3
428,5,100,4
429,5,100,3
430,5,100,5
431,5,100,2
432,5,100,5
433,5,100,5
434,5,100,3
435,5,100,4
436,5,100,4
437,5,100,4
438,5,100,4
439,5,100,5
440,5,100,1
441,5,100,3
442,5,100,5
443,5,100,2
444,5,100,5
445,5,100,5
446,5,100,3
447,5,100,2
448,5,100,3
449,5,100,5
450,5,100,2
451,5,100,5
452,5,100,5
453,5,100,4
454,5,100,3
455,5,100,5
456,5,100,4
457,5,100,5
458,5,100,4
459,5,100,4
460,5,100,1
461,5,100,3
462,5,100,1
463,5,100,1
464,5,100,1
465,5,100,1
466,5,100,4
467,5,100,5
468,5,100,2
469,5,100,5
470,5,100,5
471,5,100,5
472,5,100,5
473,5,100,5
474,5,100,5
475,5,100,5
476,5,100,5
477,5,100,5
478,5,100,4
479,5,100,5
480,5,100,5
481,5,100,3
482,5,100,5
483,5,100,5
484,5,100,5
485,5,100,4
486,5,100,3
487,5,100,5
488,5,100,5
489,5,100,5
490,5,100,5
491,5,100,5
492,5,100,3
493,5,100,3
494,5,100,5
495,5,100,5
496,5,100,3
497,5,100,3
498,5,100,4
499,5,100,1
500,5,100,4
501,5,100,1
502,5,100,3
503,5,100,5
504,5,100,5
505,5,100,3
506,5,100,1
507,5,100,3
508,5,100,5
509,5,100,4
510,5,100,4
511,5,100,5
512,5,100,5
513,5,100,2
514,5,100,5
515,5,100,5
516,5,100,5
517,5,100,4
518,5,100,5
519,5,100,4
520,5,100,5
521,5,100,5
522,5,100,4
523,5,100,3
524,5,100,1
525,5,100,5
526,5,100,5
527,5,100,4
528,5,100,3
529,5,100,5
530,5,100,4
531,5,100,5
532,5,100,5
533,5,100,2
534,5,100,5
535,5,100,5
536,5,100,4
537,5,100,5
538,5,100,5
539,5,100,5
540,5,100,5
541,5,100,3
542,5,100,5
543,5,100,5
544,5,100,5
545,5,100,5
546,5,100,5
547,5,100,4
548,5,100,5
549,5,100,3
550,5,100,4
551,5,100,5
552,5,100,1
553,5,100,5
554,5,100,4
555,6,19,3
556,6,26,2
557,6,37,3
558,6,117,5
559,6,2,1
560,6,43,1
561,6,43,4
562,6,43,1
563,6,36,1
564,6,57,4
565,6,115,3
566,6,115,1
567,6,56,2
568,6,56,1
569,6,107,5
570,6,71,5
571,6,72,2
572,6,72,5
573,6,91,1
574,6,91,4
575,6,78,1
576,6,78,4
577,6,44,5
578,6,44,1
579,6,44,1
580,6,44,3
581,6,44,2
582,6,44,3
583,6,44,4
584,6,44,2
585,6,44,2
586,6,44,1
587,6,44,3
588,6,44,4
589,6,44,5
590,6,44,1
591,6,44,3
592,6,44,3
593,6,44,3
594,6,44,1
595,6,44,2
596,6,44,1
597,6,44,4
598,6,44,3
599,6,44,1
600,6,44,3
601,6,44,4
602,6,44,2
603,6,44,4
604,6,44,5
605,6,44,2
606,6,44,4
607,6,44,4
608,6,44,1
609,6,44,1
610,6,44,3
611,6,44,2
612,6,44,2
613,6,44,4
614,6,44,1
615,6,44,2
616,6,44,5
617,6,44,5
618,6,44,4
619,6,44,5
620,6,44,1
621,6,44,1
622,6,44,4
623,6,44,1
624,6,44,5
625,7,65,4
626,7,10,4
627,7,10,4
628,7,40,3
629,7,22,3
630,7,37,5
631,7,37,1
632,7,12,3
633,7,12,4
634,7,12,3
635,7,12,4
636,7,102,4
637,7,76,3
638,7,20,4
639,7,20,1
640,7,115,5
641,7,80,3
642,7,80,4
643,7,80,5
644,7,80,2
645,7,85,2
646,7,55,4
647,7,56,3
648,7,56,3
649,7,6,4
650,7,90,2
651,7,61,4
652,7,72,5
653,7,72,4
654,7,88,4
655,7,91,3
656,7,91,4
657,7,91,4
658,7,41,5
659,7,41,4
660,7,41,2
661,7,41,5
662,7,93,5
663,7,4,3
664,7,84,5
665,7,81,1
666,7,98,5
667,7,98,4
668,7,98,1
669,7,98,4
670,7,98,3
671,7,98,5
672,7,98,4
673,7,98,1
674,7,98,5
675,7,98,4
676,7,98,1
677,7,98,3
678,7,98,5
679,7,98,3
680,7,98,5
681,7,98,4
682,7,98,4
683,7,98,1
684,7,98,3
685,7,98,1
686,7,98,4
687,7,98,5
688,7,98,5
689,7,98,3
690,7,98,4
691,7,98,5
692,7,98,5
693,7,98,1
694,7,98,1
695,7,98,4
696,7,98,4
697,7,98,2
698,7,98,1
699,7,98,3
700,7,98,1
701,7,98,4
702,7,98,4
703,7,98,1
704,7,98,4
705,7,98,4
706,7,98,1
707,7,98,5
708,7,98,3
709,7,98,3
710,7,98,3
711,7,98,4
712,7,98,4
713,7,98,3
714,7,98,5
715,7,98,4
716,7,98,4
717,7,98,2
718,7,98,4
719,7,98,4
720,7,98,3
721,7,98,3
722,7,98,4
723,7,98,5
724,7,98,5
725,7,98,5
726,7,98,1
727,7,98,4
728,7,98,4
729,7,98,4
730,7,98,4
731,7,98,4
732,7,98,5
733,7,98,3
734,7,98,2
735,7,98,4
736,7,98,5
737,7,98,3
738,7,98,3
739,7,98,5
740,7,98,3
741,7,98,3
742,7,98,4
743,7,98,3
744,7,98,4
745,7,98,5
746,7,98,5
747,7,98,3
748,7,98,4
749,7,98,1
750,7,98,2
751,7,98,4
752,7,98,4
753,7,98,4
754,7,98,3
755,7,98,3
756,7,98,3
757,7,98,5
758,8,19,4
759,8,19,4
760,8,110,5
761,8,53,5
762,8,53,2
763,8,53,1
764,8,23,2
765,8,9,1
766,8,42,5
767,8,57,4
768,8,13,1
769,8,55,1
770,8,64,5
771,8,56,4
772,8,56,2
773,8,56,4
774,8,56,5
775,8,48,1
776,8,103,5
777,8,90,2
778,8,72,1
779,8,72,2
780,8,109,2
781,8,109,5
782,8,109,1
783,8,41,4
784,8,41,4
785,8,44,5
786,8,44,4
787,8,44,4
788,8,44,2
789,8,44,5
790,8,44,4
791,8,44,5
792,8,44,4
793,8,44,5
794,8,44,5
795,8,44,4
796,8,44,1
797,8,44,1
798,8,44,3
799,8,44,5
800,8,44,1
801,8,44,2
802,8,44,4
803,8,44,2
804,8,44,5
805,8,44,4
806,8,44,2
807,8,44,2
808,8,44,2
809,8,44,1
810,8,44,5
811,8,44,1
812,8,44,5
813,8,44,1
814,8,44,5
815,8,44,2
816,8,44,4
817,8,44,2
818,8,44,5
819,8,44,4
820,8,44,2
821,8,44,4
822,8,44,2
823,8,44,4
824,8,44,3
825,8,44,5
826,9,19,2
827,9,75,5
828,9,75,3
829,9,75,4
830,9,22,4
831,9,83,5
832,9,3,4
833,9,3,3
834,9,3,4
835,9,39,5
836,9,23,2
837,9,80,4
838,9,60,4
839,9,60,3
840,9,60,4
841,9,60,5
842,9,61,2
843,9,61,1
844,9,109,5
845,9,91,5
846,9,41,4
847,9,58,4
848,9,66,3
849,9,66,2
850,9,66,4
851,9,66,2
852,9,66,4
853,9,66,3
854,9,66,5
855,9,66,4
856,9,66,2
857,9,66,5
858,9,66,4
859,9,66,4
860,9,66,4
861,9,66,5
862,9,66,3
863,9,66,5
864,9,66,5
865,9,66,2
866,9,66,4
867,9,66,2
868,9,66,5
869,9,66,3
870,9,66,4
871,9,66,4
872,9,66,3
873,9,66,2
874,9,66,5
875,9,66,5
876,9,66,4
877,9,66,3
878,9,66,4
879,9,66,2
880,9,66,4
881,9,66,5
882,9,66,4
883,9,66,5
884,9,66,4
885,9,66,2
886,9,66,3
887,9,66,5
888,9,66,4
889,9,66,5
890,9,66,5
891,9,66,5
892,9,66,4
893,9,66,5
894,9,66,4
895,9,66,3
896,10,19,4
897,10,5,4
898,10,26,4
899,10,37,5
900,10,12,3
901,10,53,3
902,10,117,2
903,10,2,4
904,10,43,4
905,10,43,4
906,10,32,2
907,10,102,5
908,10,102,4
909,10,36,5
910,10,42,5
911,10,57,1
912,10,115,2
913,10,115,3
914,10,60,5
915,10,54,5
916,10,54,4
917,10,54,3
918,10,97,3
919,10,64,5
920,10,56,2
921,10,21,3
922,10,21,4
923,10,107,4
924,10,8,5
925,10,71,2
926,10,106,1
927,10,61,3
928,10,72,4
929,10,72,4
930,10,91,4
931,10,91,2
932,10,91,3
933,10,94,5
934,10,94,2
935,10,94,5
936,10,41,5
937,10,41,4
938,10,78,4
939,10,17,5
940,10,17,4
941,10,44,4
942,10,100,4
943,10,100,2
944,10,100,4
945,10,100,5
946,10,100,2
947,10,100,5
948,10,100,4
949,10,100,5
950,10,100,5
951,10,100,5
952,10,100,4
953,10,100,3
954,10,100,3
955,10,100,4
956,10,100,3
957,10,100,3
958,10,100,5
959,10,100,5
960,10,100,3
961,10,100,4
962,10,100,5
963,10,100,3
964,10,100,5
965,10,100,5
966,10,100,5
967,10,100,2
968,10,100,5
969,10,100,5
970,10,100,5
971,10,100,4
972,10,100,5
973,10,100,4
974,10,100,3
975,10,100,4
976,10,100,4
977,10,100,5
978,10,100,5
979,10,100,4
980,10,100,5
981,10,100,2
982,10,100,2
983,10,100,4
984,10,100,3
985,10,100,5
986,10,100,5
987,10,100,5
988,10,100,5
989,10,100,4
990,10,100,3
991,10,100,3
992,10,100,5
993,10,100,3
994,10,100,1
995,10,100,2
996,10,100,3
997,10,100,5
998,10,100,3
999,10,100,4
1000,10,100,5
1001,10,100,5
1002,10,100,1
1003,10,100,2
1004,10,100,5
1005,10,100,4
1006,10,100,4
1007,10,100,4
1008,10,100,5
1009,10,100,5
1010,10,100,3
1011,10,100,4
1012,10,100,5
1013,10,100,5
1014,10,100,4
1015,10,100,4
1016,10,100,5
1017,10,100,2
1018,10,100,4
1019,10,100,5
1020,10,100,5
1021,10,100,3
1022,10,100,2
1023,10,100,4
1024,10,100,5
1025,10,100,3
1026,10,100,3
1027,10,100,5
1028,10,100,1
1029,10,100,1
1030,10,100,4
1031,10,100,5
1032,10,100,4
1033,10,100,5
1034,10,100,4
1035,10,100,5
1036,11,100,2
1037,11,110,4
1038,11,110,5
1039,11,110,1
1040,11,113,1
1041,11,11,5
1042,11,22,4
1043,11,117,5
1044,11,2,4
1045,11,2,2
1046,11,39,4
1047,11,32,3
1048,11,32,1
1049,11,102,3
1050,11,76,1
1051,11,23,1
1052,11,20,4
1053,11,112,1
1054,11,112,4
1055,11,9,2
1056,11,36,5
1057,11,80,3
1058,11,13,1
1059,11,67,4
1060,11,64,5
1061,11,64,5
1062,11,64,1
1063,11,64,3
1064,11,30,5
1065,11,30,5
1066,11,30,3
1067,11,71,1
1068,11,114,5
1069,11,106,2
1070,11,72,5
1071,11,88,2
1072,11,63,1
1073,11,91,2
1074,11,91,4
1075,11,94,5
1076,11,41,4
1077,11,41,3
1078,11,78,3
1079,11,31,1
1080,11,31,1
1081,11,84,3
1082,11,49,1
1083,11,49,5
1084,11,49,5
1085,11,49,5
1086,11,49,2
1087,11,49,5
1088,11,49,1
1089,11,49,1
1090,11,49,5
1091,11,49,1
1092,11,49,3
1093,11,49,5
1094,11,49,2
1095,11,49,3
1096,11,49,1
1097,11,49,4
1098,11,49,3
1099,11,49,5
1100,11,49,5
1101,11,49,5
1102,11,49,1
1103,11,49,2
1104,11,49,5
1105,11,49,4
1106,11,49,4
1107,11,49,1
1108,11,49,5
1109,11,49,5
1110,11,49,1
1111,11,49,1
1112,11,49,2
1113,11,49,2
1114,11,49,1
1115,11,49,4
1116,11,49,1
1117,11,49,1
1118,11,49,3
1119,11,49,5
1120,11,49,1
1121,11,49,2
1122,11,49,2
1123,11,49,3
1124,11,49,5
1125,11,49,2
1126,11,49,5
1127,11,49,1
1128,11,49,5
1129,11,49,3
1130,11,49,1
1131,11,49,5
1132,11,49,4
1133,11,49,5
1134,11,49,5
1135,11,49,3
1136,11,49,1
1137,11,49,3
1138,11,49,5
1139,11,49,3
1140,11,49,5
1141,11,49,1
1142,11,49,5
1143,11,49,2
1144,11,49,2
1145,11,49,1
1146,11,49,3
1147,11,49,3
1148,11,49,5
1149,11,49,1
1150,11,49,1
1151,11,49,1
1152,11,49,1
1153,11,49,3
1154,11,49,2
1155,11,49,5
1156,11,49,5
1157,11,49,1
1158,11,49,1
1159,11,49,5
1160,12,19,4
1161,12,65,4
1162,12,5,5
1163,12,5,3
1164,12,46,3
1165,12,47,3
1166,12,47,1
1167,12,47,1
1168,12,26,1
1169,12,75,1
1170,12,75,1
1171,12,75,5
1172,12,75,4
1173,12,113,3
1174,12,40,2
1175,12,22,1
1176,12,37,2
1177,12,27,1
1178,12,83,1
1179,12,83,3
1180,12,12,1
1181,12,53,2
1182,12,117,2
1183,12,43,2
1184,12,43,1
1185,12,43,2
1186,12,39,4
1187,12,32,1
1188,12,32,1
1189,12,23,1
1190,12,20,2
1191,12,112,2
1192,12,9,2
1193,12,36,1
1194,12,42,2
1195,12,57,2
1196,12,115,2
1197,12,115,2
1198,12,60,1
1199,12,60,2
1200,12,54,1
1201,12,85,1
1202,12,85,2
1203,12,13,3
1204,12,105,2
1205,12,105,1
1206,12,105,4
1207,12,105,3
1208,12,105,2
1209,12,105,1
1210,12,21,1
1211,12,21,1
1212,12,107,1
1213,12,8,3
1214,12,6,2
1215,12,103,2
1216,12,103,1
1217,12,103,1
1218,12,71,1
1219,12,114,2
1220,12,90,2
1221,12,106,1
1222,12,61,1
1223,12,72,1
1224,12,63,1
1225,12,63,2
1226,12,86,4
1227,12,109,1
1228,12,91,1
1229,12,91,4
1230,12,91,1
1231,12,94,2
1232,12,94,3
1233,12,94,1
1234,12,94,4
1235,12,78,4
1236,12,62,2
1237,12,31,1
1238,12,31,3
1239,12,31,2
1240,12,31,1
1241,12,17,2
1242,12,58,2
1243,12,58,3
1244,12,44,3
1245,12,104,2
1246,12,93,2
1247,12,81,1
1248,12,66,2
1249,12,59,2
1250,12,49,2
1251,12,98,1
1252,12,95,5
1253,12,95,4
1254,12,95,3
1255,12,95,1
1256,12,95,2
1257,12,95,2
1258,12,95,2
1259,12,95,1
1260,12,95,4
1261,12,95,1
1262,12,95,5
1263,12,95,1
1264,12,95,3
1265,12,95,2
1266,12,95,1
1267,12,95,4
1268,12,95,1
1269,12,95,2
1270,12,95,4
1271,12,95,2
1272,12,95,1
1273,12,95,4
1274,12,95,3
1275,12,95,2
1276,12,95,4
1277,12,95,4
1278,12,95,1
1279,12,95,4
1280,12,95,1
1281,12,95,5
1282,12,95,2
1283,12,95,2
1284,12,95,1
1285,12,95,1
1286,12,95,5
1287,12,95,1
1288,12,95,1
1289,12,95,2
1290,12,95,2
1291,12,95,3
1292,12,95,1
1293,12,95,4
1294,12,95,1
1295,12,95,5
1296,12,95,3
1297,12,95,1
1298,12,95,1
1299,12,95,1
1300,12,95,4
1301,12,95,1
1302,12,95,1
1303,12,95,3
1304,12,95,1
1305,12,95,2
1306,12,95,2
1307,12,95,4
1308,12,95,1
1309,12,95,4
1310,12,95,5
1311,12,95,1
1312,12,95,3
1313,12,95,1
1314,12,95,1
1315,12,95,4
1316,12,95,4
1317,12,95,1
1318,12,95,4
1319,12,95,1
1320,12,95,1
1321,12,95,3
1322,12,95,4
1323,12,95,2
1324,12,95,3
1325,12,95,1
1326,12,95,1
1327,12,95,1
1328,12,95,2
1329,12,95,1
1330,12,95,3
1331,12,95,2
1332,12,95,2
1333,12,95,1
1334,12,95,1
1335,12,95,1
1336,12,95,2
1337,12,95,1
1338,12,95,1
1339,12,95,4
1340,12,95,1
1341,12,95,2
1342,12,95,1
1343,12,95,2
1344,12,95,2
1345,12,95,1
1346,12,95,1
1347,12,95,4
1348,12,95,1
1349,12,95,1
1350,12,95,1
1351,12,95,2
1352,12,95,5
1353,12,95,1
1354,12,95,1
1355,12,95,2
1356,12,95,1
1357,12,95,1
1358,12,95,2
1359,12,95,1
1360,12,95,1
1361,12,95,1
1362,12,95,2
1363,12,95,3
1364,12,95,1
1365,12,95,2
1366,12,95,3
1367,12,95,1
1368,12,95,5
1369,12,95,2
1370,12,95,3
1371,12,95,3
1372,12,95,1
1373,12,95,2
1374,12,95,2
1375,12,95,2
1376,12,95,1
1377,12,95,2
1378,12,95,1
1379,12,95,3
1380,12,95,2
1381,12,95,2
1382,12,95,4
1383,12,95,1
1384,12,95,4
1385,12,95,1
1386,12,95,5
1387,12,95,4
1388,12,95,1
1389,12,95,2
1390,12,95,1
1391,12,95,1
1392,12,95,1
1393,12,95,1
1394,12,95,1
1395,12,95,4
1396,12,95,2
1397,12,95,3
1398,12,95,1
1399,12,95,1
1400,12,95,2
1401,12,95,2
1402,12,95,2
1403,12,95,1
1404,12,95,3
1405,12,95,3
1406,12,95,1
1407,12,95,2
1408,12,95,5
1409,12,95,1
1410,12,95,1
1411,12,95,4
1412,12,95,2
1413,12,95,2
1414,12,95,1
1415,12,95,1
1416,12,95,2
1417,12,95,2
1418,12,95,2
1419,12,95,1
1420,12,95,3
1421,12,95,5
1422,12,95,3
1423,12,95,2
1424,13,95,4
1425,13,95,5
1426,13,11,4
1427,13,27,2
1428,13,53,5
1429,13,117,5
1430,13,117,4
1431,13,102,2
1432,13,76,4
1433,13,20,4
1434,13,9,4
1435,13,85,4
1436,13,55,2
1437,13,55,5
1438,13,107,4
1439,13,6,4
1440,13,103,3
1441,13,72,3
1442,13,88,5
1443,13,86,4
1444,13,58,4
1445,13,93,3
1446,13,66,4
1447,13,66,5
1448,13,66,3
1449,13,66,4
1450,13,66,4
1451,13,66,3
1452,13,66,2
1453,13,66,3
1454,13,66,4
1455,13,66,4
1456,13,66,3
1457,13,66,4
1458,13,66,4
1459,13,66,4
1460,13,66,4
1461,13,66,3
1462,13,66,3
1463,13,66,2
1464,13,66,4
1465,13,66,2
1466,13,66,3
1467,13,66,3
1468,13,66,4
1469,13,66,4
1470,13,66,4
1471,13,66,3
1472,13,66,4
1473,13,66,3
1474,13,66,4
1475,13,66,3
1476,13,66,3
1477,13,66,4
1478,13,66,3
1479,13,66,3
1480,13,66,4
1481,13,66,2
1482,13,66,4
1483,13,66,5
1484,13,66,4
1485,13,66,3
1486,13,66,3
1487,13,66,4
1488,13,66,4
1489,13,66,2
1490,14,46,4
1491,14,47,1
1492,14,47,4
1493,14,26,5
1494,14,75,3
1495,14,75,4
1496,14,82,4
1497,14,82,4
1498,14,40,4
1499,14,11,4
1500,14,83,1
1501,14,2,1
1502,14,43,5
1503,14,43,4
1504,14,32,4
1505,14,32,3
1506,14,115,5
1507,14,80,3
1508,14,80,5
1509,14,64,4
1510,14,64,2
1511,14,48,4
1512,14,71,4
1513,14,106,4
1514,14,72,2
1515,14,88,3
1516,14,86,2
1517,14,91,2
1518,14,31,1
1519,14,31,4
1520,14,84,5
1521,14,49,4
1522,14,49,5
1523,14,49,5
1524,14,49,5
1525,14,49,4
1526,14,49,4
1527,14,49,5
1528,14,49,5
1529,14,49,4
1530,14,49,4
1531,14,49,2
1532,14,49,5
1533,14,49,4
1534,14,49,4
1535,14,49,1
1536,14,49,4
1537,14,49,4
1538,14,49,5
1539,14,49,4
1540,14,49,5
1541,14,49,3
1542,14,49,4
1543,14,49,5
1544,14,49,2
1545,14,49,3
1546,14,49,4
1547,14,49,4
1548,14,49,4
1549,14,49,5
1550,14,49,5
1551,14,49,3
1552,14,49,2
1553,14,49,5
1554,14,49,3
1555,14,49,4
1556,14,49,2
1557,15,5,5
1558,15,46,4
1559,15,46,5
1560,15,76,4
1561,15,36,3
1562,15,30,5
1563,15,21,4
1564,15,103,4
1565,15,103,4
1566,15,103,5
1567,15,103,4
1568,15,103,5
1569,15,103,2
1570,15,103,2
1571,15,103,1
1572,15,103,1
1573,15,103,5
1574,15,103,1
1575,15,103,1
1576,15,103,2
1577,15,103,4
1578,15,103,4
1579,15,103,5
1580,15,103,3
1581,15,103,1
1582,15,103,4
1583,15,103,2
1584,15,103,4
1585,15,103,4
1586,15,103,4
1587,15,103,4
1588,15,103,4
1589,15,103,4
1590,15,103,4
1591,15,103,3
1592,16,19,4
1593,16,19,1
1594,16,113,3
1595,16,37,1
1596,16,3,2
1597,16,12,4
1598,16,117,1
1599,16,2,1
1600,16,2,2
1601,16,39,1
1602,16,32,5
1603,16,32,1
1604,16,23,3
1605,16,20,2
1606,16,20,2
1607,16,9,4
1608,16,57,2
1609,16,80,2
1610,16,97,5
1611,16,13,4
1612,16,13,4
1613,16,13,2
1614,16,71,1
1615,16,114,1
1616,16,106,5
1617,16,88,2
1618,16,91,1
1619,16,91,5
1620,16,41,3
1621,16,62,5
1622,16,31,4
1623,16,4,1
1624,16,49,1
1625,16,49,1
1626,16,49,4
1627,16,49,1
1628,16,49,1
1629,16,49,2
1630,16,49,4
1631,16,49,5
1632,16,49,4
1633,16,49,4
1634,16,49,4
1635,16,49,5
1636,16,49,4
1637,16,49,1
1638,16,49,4
1639,16,49,3
1640,16,49,1
1641,16,49,1
1642,16,49,2
1643,16,49,2
1644,16,49,5
1645,16,49,1
1646,16,49,2
1647,16,49,2
1648,16,49,1
1649,16,49,5
1650,16,49,5
1651,16,49,3
1652,16,49,4
1653,16,49,3
1654,16,49,5
1655,16,49,1
1656,16,49,4
1657,16,49,5
1658,16,49,2
1659,16,49,4
1660,16,49,2
1661,17,19,1
1662,17,5,4
1663,17,46,5
